Category,Trade Name,Address,Licence Number,Licence Status,Issue Date,Expiry Date,Business Improvement Area,Neighbourhood ID,Neighbourhood,Ward,Latitude,Longitude,Location,Count,Geometry Point
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",ROSSONERO TRATTORIA & BAR,10051 - 109 STREET NW,380081229-002,Issued,,"Jan 13, 2024",Downtown,1090,Downtown,O-day'min,53.540129,-113.507882,"(53.54012903264904, -113.50788159951875)",1,POINT (-113.50788159951875 53.54012903264904)
Restaurant or Food Service,PDG HOSPITALITY CORP,10053 - 111 STREET NW,188358329-003,Issued,,"Jun 22, 2023",,1150,Oliver,O-day'min,53.540525,-113.511693,"(53.540525033079156, -113.51169309853198)",1,POINT (-113.51169309853198 53.540525033079156)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",DEL POSTO ITALIAN KITCHEN,10056 - 107 STREET NW,355780865-002,Issued,,"May 28, 2023",Downtown,1090,Downtown,O-day'min,53.540588,-113.505056,"(53.540588032285854, -113.50505559999812)",1,POINT (-113.50505559999812 53.540588032285854)
"Alcohol Sales (Consumption Off-Premises), Retail Sales (Minor)",BLUE ON WHYTE LIQUOR,10058 - 82 AVENUE NW,072103188-001,Issued,,"Oct 11, 2023",Old Strathcona,5480,Strathcona,papastew,53.518385,-113.490719,"(53.518385031888926, -113.49071861064824)",1,POINT (-113.49071861064824 53.518385031888926)
Restaurant or Food Service,CHICKEN FOR LUNCH,10060 - JASPER AVENUE NW,007250700-001,Issued,,"Dec 31, 2023",Downtown,1090,Downtown,O-day'min,53.541785,-113.492955,"(53.54178503077605, -113.49295510230884)",1,POINT (-113.49295510230884 53.54178503077605)
Restaurant or Food Service,SUBWAY SANDWICHES & SALAD,10066 - 163 STREET NW,395345793-002,Issued,,"Jul 12, 2023",Stony Plain Road and Area,4180,Glenwood,Nakota Isga,53.541011,-113.603322,"(53.541011043956665, -113.60332207786246)",1,POINT (-113.60332207786246 53.541011043956665)
Restaurant or Food Service,LA CARRAIA,10067 - 109 STREET NW,246500940-008,Issued,,"Jan 18, 2025",Downtown,1090,Downtown,O-day'min,53.540588,-113.507481,"(53.54058803257439, -113.50748109945461)",1,POINT (-113.50748109945461 53.54058803257439)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",QUEEN DONAIR,10068 - 156 STREET NW,007255064-001,Issued,,"May 07, 2023",Stony Plain Road and Area,4180,Glenwood,Nakota Isga,53.541002,-113.590830,"(53.54100204246969, -113.59083008065846)",1,POINT (-113.59083008065846 53.54100204246969)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",NAMASTE INDIA RESTAURANT & CAFE,10070 - 163 STREET NW,308308038-002,Issued,,"Apr 10, 2024",Stony Plain Road and Area,4180,Glenwood,Nakota Isga,53.541011,-113.603322,"(53.541011043956665, -113.60332207786246)",1,POINT (-113.60332207786246 53.541011043956665)
Restaurant or Food Service,FRESHSLICE,10071 - 109 STREET NW,411748300-002,Issued,,"Apr 26, 2023",Downtown,1090,Downtown,O-day'min,53.540588,-113.507481,"(53.54058803257439, -113.50748109945461)",1,POINT (-113.50748109945461 53.54058803257439)
Restaurant or Food Service,CINNAHOLIC,10075 - 109 STREET NW,273256241-002,Renewal Notice,,"Apr 11, 2023",Downtown,1090,Downtown,O-day'min,53.540588,-113.507481,"(53.54058803257439, -113.50748109945461)",1,POINT (-113.50748109945461 53.54058803257439)
Restaurant or Food Service,SPLASH POKE,10079 - 109 STREET NW,252298156-002,Issued,,"Jun 30, 2023",Downtown,1090,Downtown,O-day'min,53.540588,-113.507481,"(53.54058803257439, -113.50748109945461)",1,POINT (-113.50748109945461 53.54058803257439)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",RICE PAPER VIETNAMESE FINE CUISINE,10080 - 178 STREET NW,140529560-001,Issued,,"Jun 27, 2023",,4400,Place LaRue,Nakota Isga,53.539724,-113.629071,"(53.539724047098666, -113.62907107254023)",1,POINT (-113.62907107254023 53.539724047098666)
Restaurant or Food Service,EARL OF SANDWICH,10083 - 109 STREET NW,427432666-002,Issued,,"Aug 21, 2023",Downtown,1090,Downtown,O-day'min,53.540588,-113.507481,"(53.54058803257439, -113.50748109945461)",1,POINT (-113.50748109945461 53.54058803257439)
Restaurant or Food Service,TOP DONAIR JASPER,10084 - JASPER AVENUE NW,346346174-002,Issued,,"Jan 13, 2024",Downtown,1090,Downtown,O-day'min,53.541299,-113.493383,"(53.541299030855505, -113.49338260237593)",1,POINT (-113.49338260237593 53.541299030855505)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",TROPICAL SWEETS CAFE & BAR,"100B, 10235 - 124 STREET NW",446524773-002,Issued,,"Oct 19, 2023",124 Street and Area,1150,Oliver,O-day'min,53.543990,-113.535386,"(53.54399003569448, -113.535385592063)",1,POINT (-113.535385592063 53.54399003569448)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed), Retail Sales (Minor), Participant Recreation Service",BONNIE DOON BOWLING LANES,"101, 1 - BONNIE DOON SHOPPING CENTRE NW",007271470-001,Issued,,"Jan 09, 2025",French Quarter and Area,6040,Bonnie Doon,Métis,53.520986,-113.457139,"(53.52098601597876, -113.45713941318525)",1,POINT (-113.45713941318525 53.52098601597876)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",DISTRICT CAFE & BAKERY,"101, 10011 - 109 STREET NW",148456336-001,Issued,,"Mar 12, 2025",Downtown,1090,Downtown,O-day'min,53.539166,-113.507882,"(53.53916603270572, -113.5078815998416)",1,POINT (-113.5078815998416 53.53916603270572)
Restaurant or Food Service,OLLY FRESCO'S 7TH STREET PLAZA,"101, 10030 - 107 STREET NW",184439426-007,Issued,,"Nov 01, 2023",Downtown,1090,Downtown,O-day'min,53.539850,-113.505281,"(53.53985003235608, -113.5052806001951)",1,POINT (-113.5052806001951 53.53985003235608)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",DOGPATCH,"101, 10158 - 90 STREET NW",395296114-002,Issued,,"Aug 18, 2023",,1210,Riverdale,O-day'min,53.544773,-113.471265,"(53.54477302802035, -113.47126510617056)",1,POINT (-113.47126510617056 53.54477302802035)
Restaurant or Food Service,YELO'D ICE CREAM AND BAKE SHOPPE,"101, 10324 - 82 AVENUE NW",463338507-002,Issued,,"Feb 28, 2024",Old Strathcona,5480,Strathcona,papastew,53.518385,-113.495898,"(53.518385032504675, -113.49589810948764)",1,POINT (-113.49589810948764 53.518385032504675)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",KINDRED FOOD + DRINK,"101, 10344 - 102 STREET NW",293460397-002,Issued,,"Aug 01, 2023",Downtown,1090,Downtown,O-day'min,53.545358,-113.497010,"(53.545358031048, -113.49700960020199)",1,POINT (-113.49700960020199 53.545358031048)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",ALCHEMY BAR & LOUNGE,"101, 10344 - 102 STREET NW",294057585-002,Issued,,"Sep 11, 2023",Downtown,1090,Downtown,O-day'min,53.545358,-113.497010,"(53.545358031048, -113.49700960020199)",1,POINT (-113.49700960020199 53.545358031048)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",BRAVEN,"101, 10344 - 102 STREET NW",294059574-002,Issued,,"Jul 21, 2023",Downtown,1090,Downtown,O-day'min,53.545358,-113.497010,"(53.545358031048, -113.49700960020199)",1,POINT (-113.49700960020199 53.545358031048)
Restaurant or Food Service,THE GLASS CAFE,"101, 10345 - 107 STREET NW",458876521-002,Issued,,"Jan 08, 2024",Downtown,1090,Downtown,O-day'min,53.546015,-113.504214,"(53.5460150318664, -113.5042140983669)",1,POINT (-113.5042140983669 53.5460150318664)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Prohibited)",BAIJIU COCKTAIL BAR,"101, 10359 - 104 STREET NW",221936942-002,Issued,,"Jun 10, 2023",Downtown,1090,Downtown,O-day'min,53.545943,-113.498702,"(53.54594303121486, -113.49870159962656)",1,POINT (-113.49870159962656 53.54594303121486)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",BISTRO 99,"101, 10504 - 99 AVENUE NW",358061963-002,Issued,,"Oct 08, 2023",Downtown,1090,Downtown,O-day'min,53.537501,-113.501609,"(53.537501032057534, -113.50160860180537)",1,POINT (-113.50160860180537 53.537501032057534)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",PHATBAR BAKERY & CAFÉ,"101, 10813 - 82 AVENUE NW",439800356-002,Issued,,"Jan 04, 2024",Old Strathcona,5330,Queen Alexandra,papastew,53.517782,-113.510024,"(53.51778203421962, -113.51002360652511)",1,POINT (-113.51002360652511 53.51778203421962)
Restaurant or Food Service,SUBWAY 18038,"101, 10903 - 23 AVENUE NW",356430885-002,Issued,,"Jun 17, 2023",,5250,Keheewin,Ipiihkoohkanipiaohtsi,53.453504,-113.509754,"(53.45350403798287, -113.50975362805353)",1,POINT (-113.50975362805353 53.45350403798287)
Restaurant or Food Service,MR SUB,"101, 10927 - 170 STREET NW",429459844-002,Issued,,"May 10, 2023",,4600,West Sheffield Industrial,Nakota Isga,53.556473,-113.614383,"(53.55647304436903, -113.61438307019735)",1,POINT (-113.61438307019735 53.55647304436903)
Restaurant or Food Service,BENTO SUSHI,"101, 12060 - 104 AVENUE NW",222190460-002,Issued,,"Aug 07, 2023",,1150,Oliver,O-day'min,53.547122,-113.528271,"(53.54712203466382, -113.52827109260565)",1,POINT (-113.52827109260565 53.54712203466382)
"Restaurant or Food Service, Retail Sales (Major), Food Processing / Catering Service, Tobacco and Vaping Product Sales",LOBLAWS CITY MARKET,"101, 12060 - 104 AVENUE NW",384149398-002,Issued,,"Feb 10, 2024",,1150,Oliver,O-day'min,53.547122,-113.528271,"(53.54712203466382, -113.52827109260565)",1,POINT (-113.52827109260565 53.54712203466382)
"Alcohol Sales (Consumption Off-Premises), Restaurant or Food Service",PIZZA 73,"101, 13708 - 164 STREET NW",285875474-002,Issued,,"Aug 13, 2023",,4320,Mistatim Industrial,Anirniq,53.599934,-113.605644,"(53.599934040788376, -113.60564405752613)",1,POINT (-113.60564405752613 53.599934040788376)
Restaurant or Food Service,WENDY'S RESTAURANT,"101, 14203 - 127 STREET NW",345323730-002,Issued,,"Jan 13, 2024",,3020,Baranow,Anirniq,53.604641,-113.540579,"(53.60464103275691, -113.54057857051045)",1,POINT (-113.54057857051045 53.60464103275691)
Restaurant or Food Service,BASHA DONAIR & SHAWARMA,"101, 16529 - 50 STREET NW",443314798-002,Issued,,"Aug 28, 2023",,2110,Brintnell,Dene,53.627618,-113.409948,"(53.627618015848526, -113.40994809209852)",1,POINT (-113.40994809209852 53.627618015848526)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",BLANCO CANTINA,"101, 1708 - 99 STREET NW",427958123-002,Issued,,"Jul 10, 2023",,6195,South Edmonton Common,Karhiio,53.446178,-113.485697,"(53.4461780355611, -113.48569663587789)",1,POINT (-113.48569663587789 53.4461780355611)
Alcohol Sales (Consumption Off-Premises),CANADIAN LIQUOR STORE,"101, 18003 - 105 AVENUE NW",414947578-002,Issued,,"Sep 13, 2024",,4340,Morin Industrial,Nakota Isga,53.548229,-113.633297,"(53.548229047104506, -113.63329656874033)",1,POINT (-113.63329656874033 53.548229047104506)
Alcohol Sales (Consumption Off-Premises),TRUMPETER BOSS LIQUOR,"101, 2230 - TRUMPETER WAY NW",364082522-002,Issued,,"Aug 13, 2023",,4471,Trumpeter Area,Nakota Isga,53.589305,-113.678944,"(53.58930505015082, -113.678944544724)",1,POINT (-113.678944544724 53.58930505015082)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Prohibited)",ECHO KARAOKE & LOUNGE,"101, 2920 - CALGARY TRAIL NW",246134455-002,Issued,,"Sep 14, 2023",,5120,Calgary Trail South,Karhiio,53.459516,-113.493936,"(53.459516035749154, -113.4939361295899)",1,POINT (-113.4939361295899 53.459516035749154)
Cannabis Retail Sales,CANNA CABANA,"101, 3342 - PARSONS ROAD NW",287225861-006,Issued,,"Jan 20, 2024",,6570,Parsons Industrial,Karhiio,53.467058,-113.487002,"(53.467058034479464, -113.48700162862802)",1,POINT (-113.48700162862802 53.467058034479464)
Cannabis Retail Sales,CREST CANNABIS CASTLE,"101, 3412 - 118 AVENUE NW",387990184-002,Issued,,"Sep 22, 2024",Beverly,2040,Beacon Heights,Métis,53.571071,-113.395341,"(53.571071017441156, -113.39534111439843)",1,POINT (-113.39534111439843 53.571071017441156)
Alcohol Sales (Consumption Off-Premises),LIQUOR HOUSE,"101, 6104 - 104 STREET NW",311265468-002,Issued,,"Apr 15, 2023",,5010,Allendale,papastew,53.498495,-113.498202,"(53.49849503395188, -113.49820211562421)",1,POINT (-113.49820211562421 53.49849503395188)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",TRIPLE L JAPANESES RESTAURANT,"101, 710 - TAMARACK WAY NW",443259110-002,Issued,,"Oct 30, 2023",,6443,Tamarack,Sspomitapi,53.477543,-113.366136,"(53.47754301951419, -113.36613615223982)",1,POINT (-113.36613615223982 53.47754301951419)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",UNDER THE HIGH WHEEL,"101, 8135 - 102 STREET NW",178846793-003,Issued,,"Nov 17, 2023",Old Strathcona,6610,Ritchie,papastew,53.517755,-113.493365,"(53.51775503224064, -113.49336461026618)",1,POINT (-113.49336461026618 53.51775503224064)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",CORNERHUB,"101, 8623 - 112 STREET NW",175926100-002,Issued,,"Jul 31, 2023",,5200,Garneau,papastew,53.522633,-113.520410,"(53.52263303516895, -113.52040960257489)",1,POINT (-113.52040960257489 53.52263303516895)
Restaurant or Food Service,STAR CAFE SHOP,"101, 9305 - 111 AVENUE NW",263774608-002,Renewal Notice,,"Mar 20, 2023",,1140,McCauley,O-day'min,53.560190,-113.484315,"(53.560190028665, -113.48431509807219)",1,POINT (-113.48431509807219 53.560190028665)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",THE BUTTERNUT TREE,"101, 9707 - 110 STREET NW",255364163-002,Issued,,"Sep 17, 2024",,1150,Oliver,O-day'min,53.534369,-113.509686,"(53.53436903320267, -113.50968610104515)",1,POINT (-113.50968610104515 53.53436903320267)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",BARBURRITO FRESH MEXICAN GRILL,"101, 9710 - 137 AVENUE NW",342045652-002,Issued,,"Oct 15, 2024",,3111,Griesbach,Anirniq,53.600627,-113.495232,"(53.60062702758945, -113.49523208203074)",1,POINT (-113.49523208203074 53.60062702758945)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",WAYBACK BURGERS,"101, 9910 - 137 AVENUE NW",385341724-002,Issued,,"Mar 03, 2024",,3111,Griesbach,Anirniq,53.600627,-113.495232,"(53.60062702758945, -113.49523208203074)",1,POINT (-113.49523208203074 53.60062702758945)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",BOARD N BREW CAFE,"101, 9929 - 103 STREET NW",223771290-002,Issued,,"Jan 12, 2024",Downtown,1090,Downtown,O-day'min,53.538248,-113.496875,"(53.53824803145047, -113.4968746026159)",1,POINT (-113.4968746026159 53.53824803145047)
Restaurant or Food Service,TIM HORTONS,"101, 9950 - 137 AVENUE NW",267378596-002,Issued,,"Jan 17, 2025",,3111,Griesbach,Anirniq,53.600627,-113.495232,"(53.60062702758945, -113.49523208203074)",1,POINT (-113.49523208203074 53.60062702758945)
Alcohol Sales (Consumption Off-Premises),CHEERS AND BEERS,10106 - 118 AVENUE NW,087923670-001,Issued,,"Nov 02, 2023",Alberta Avenue,1250,Westwood,O-day'min,53.570612,-113.494242,"(53.57061202923357, -113.49424209234635)",1,POINT (-113.49424209234635 53.57061202923357)
Restaurant or Food Service,LA SHISH TAOUK,10106 - 118 STREET NW,146104474-001,Issued,,"Dec 29, 2023",,1150,Oliver,O-day'min,53.541281,-113.525378,"(53.54128103466283, -113.52537759521294)",1,POINT (-113.52537759521294 53.54128103466283)
Restaurant or Food Service,BOOSTER JUICE,10108 - 109 STREET NW,238929468-002,Issued,,"Jan 29, 2024",Downtown,1090,Downtown,O-day'min,53.542001,-113.509371,"(53.54200103271611, -113.50937109855734)",1,POINT (-113.50937109855734 53.54200103271611)
Restaurant or Food Service,WATARI JAPANESE CUISINE,10108 - 124 STREET NW,155747548-001,Issued,,"Jul 08, 2024",124 Street and Area,3440,Westmount,O-day'min,53.541875,-113.536308,"(53.54187503592855, -113.53630809256586)",1,POINT (-113.53630809256586 53.54187503592855)
"Amusement Establishment, Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Prohibited)",RENDEZVOUS PUB 49,10108 - 149 STREET NW,131846123-001,Issued,,"Jun 10, 2023",Stony Plain Road and Area,4090,Canora,Nakota Isga,53.542190,-113.578590,"(53.54219004094278, -113.57859008299731)",1,POINT (-113.57859008299731 53.54219004094278)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",BB BRASSERIE BARDOT,10109 - 125 STREET NW,327557023-003,Issued,,"Sep 18, 2023",124 Street and Area,3440,Westmount,O-day'min,53.542298,-113.537168,"(53.54229803600597, -113.53716759223153)",1,POINT (-113.53716759223153 53.54229803600597)
"Restaurant or Food Service, Retail Sales (Minor), Tobacco and Vaping Product Sales, Vehicle Wash / Fueling Station",7-ELEVEN #37811H,10110 - KINGSWAY NW,225419342-002,Issued,,"Dec 28, 2023",Chinatown and Area,1030,Central McDougall,O-day'min,53.555222,-113.494274,"(53.555222030142126, -113.49427359750642)",1,POINT (-113.49427359750642 53.555222030142126)
Alcohol Sales (Consumption Off-Premises),DEVINE WINES & SPIRITS,10111 - 104 STREET NW,041818599-003,Issued,,"Jan 30, 2024",Downtown,1090,Downtown,O-day'min,53.541272,-113.498873,"(53.54127203151011, -113.49887260115445)",1,POINT (-113.49887260115445 53.54127203151011)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",BRUNCH GLORY,10111 - 117 STREET NW,459425676-002,Issued,,"Feb 07, 2025",,1150,Oliver,O-day'min,53.541281,-113.522835,"(53.54128103436031, -113.52283509578244)",1,POINT (-113.52283509578244 53.54128103436031)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",RED LOBSTER # 8166,10111 - 171 STREET NW,157018221-001,Issued,,"Oct 21, 2023",Stony Plain Road and Area,4510,Stone Industrial,Nakota Isga,53.542082,-113.615837,"(53.542082045384284, -113.61583657470582)",1,POINT (-113.61583657470582 53.542082045384284)
Restaurant or Food Service,CAT CAFE ON WHYTE,10111 - 82 AVENUE NW,243630895-002,Issued,,"Jun 28, 2024",Old Strathcona,6610,Ritchie,papastew,53.517746,-113.491745,"(53.517746032048585, -113.49174461063218)",1,POINT (-113.49174461063218 53.517746032048585)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",DENNY'S RESTAURANT,10111 - ELLERSLIE ROAD SW,099346340-001,Issued,,"Sep 23, 2023",,6214,Ellerslie Industrial,Karhiio,53.423858,-113.490458,"(53.42385803744953, -113.49045764223877)",1,POINT (-113.49045764223877 53.42385803744953)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",CHOP STEAKHOUSE BAR,10111 - ELLERSLIE ROAD SW,108157431-001,Issued,,"Apr 27, 2023",,6214,Ellerslie Industrial,Karhiio,53.423858,-113.490458,"(53.42385803744953, -113.49045764223877)",1,POINT (-113.49045764223877 53.42385803744953)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed), Construction, Contracting, and Labour Service",OUR PARENTS HOME #64406,10112 - 119 STREET NW,174798319-002,Issued,,"Aug 06, 2023",,1150,Oliver,O-day'min,53.541281,-113.527250,"(53.54128103488557, -113.52724959479369)",1,POINT (-113.52724959479369 53.54128103488557)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed), Residential Rental Accommodation (Long-Term)",OUR PARENTS HOME,10112 - 119 STREET NW,373386973-002,Issued,,"Apr 15, 2023",,1150,Oliver,O-day'min,53.541281,-113.527250,"(53.54128103488557, -113.52724959479369)",1,POINT (-113.52724959479369 53.54128103488557)
